VendorID,passenger_count,fare_amount,mean_distance,mean_duration,rush_hour
2,1,20.0,5.054,23.433333333333334,0
1,6,9.5,1.544,10.610000000000001,0
2,5,21.0,6.7875,20.02916666666667,0
1,1,24.5,8.977058823529413,32.088235294117645,1
2,5,10.5,2.5,11.516666666666667,0
2,2,8.0,1.1046153846153848,5.825641025641025,0
1,1,25.5,8.4,17.05,0
2,1,52.0,0.5971428571428571,6.125,0
1,1,13.0,2.97875,19.2625,1
1,2,12.5,3.24,19.583333333333336,0
2,1,15.0,3.6339999999999995,21.62666666666667,0
2,1,12.5,2.29,17.11190476190476,1
2,1,15.0,4.32,14.083333333333334,0
1,1,6.5,0.5816363636363636,4.19469696969697,1
1,1,26.5,8.4,23.866666666666667,0
2,2,15.5,3.935,14.991666666666667,0
1,2,13.0,2.4,22.48,0
2,1,6.5,0.8346774193548387,4.848387096774194,0
1,1,9.0,1.8719999999999999,10.263333333333332,1
2,5,12.0,3.0114285714285716,11.383333333333335,0
2,1,9.5,1.3316666666666668,8.53888888888889,1
2,2,16.0,2.4455555555555555,17.337037037037035,1
2,6,6.5,2.146666666666667,12.53888888888889,0
2,1,6.5,0.8630434782608696,9.353623188405797,0
1,1,5.5,0.8657692307692308,5.100641025641026,0
1,2,19.0,4.487,12.306666666666667,0
0,0,0.0,0.0,0.0,0
2,3,6.5,0.8841379310344828,6.801149425287357,1
1,1,15.5,2.3633333333333333,14.722222222222223,1
2,1,5.5,1.0629411764705883,9.609803921568627,0
2,5,20.0,5.57,20.483333333333334,0
2,1,32.0,10.012,35.016666666666666,0
1,1,36.0,9.492,38.42666666666666,1
2,1,5.5,0.9453333333333334,5.2122222222222225,0
1,1,16.5,2.88,17.71904761904762,0
2,1,52.0,16.720000000000002,29.200000000000003,1
1,1,9.5,0.9710000000000001,10.068333333333333,0
1,1,7.5,0.9922950819672132,10.048087431693988,1
2,1,12.0,1.5607142857142857,14.825000000000001,1
2,1,7.0,1.51125,10.529166666666667,0
2,6,6.5,0.8841379310344828,6.801149425287357,1
2,4,13.0,2.9764285714285714,19.819047619047616,1
1,4,6.0,0.9641935483870968,10.581720430107525,0
1,2,13.5,2.871,17.026666666666667,0
2,2,16.5,1.9793333333333334,14.366666666666667,0
2,2,23.5,4.248333333333334,23.11388888888889,1
2,1,7.0,1.3573333333333333,10.107777777777779,1
2,1,18.5,4.745,15.341666666666665,0
1,1,13.5,2.1557142857142857,15.714285714285714,1
2,2,8.0,1.2021428571428572,8.65,1
2,2,16.5,3.965,18.0,1
2,5,7.5,1.513125,10.688541666666666,0
1,1,10.5,2.8,8.716666666666667,0
2,5,8.0,1.4269565217391305,9.092753623188406,0
1,1,3.0,0.5816363636363636,4.19469696969697,0
1,1,6.0,0.8944444444444445,5.764550264550265,0
2,1,5.5,0.8484615384615384,8.562820512820512,0
2,1,6.0,1.32,10.104444444444445,0
2,3,7.0,1.64,9.483333333333334,1
1,1,8.0,0.8047916666666667,5.777430555555555,1
2,1,7.0,1.3599999999999999,8.066666666666666,1
2,1,8.5,1.1800000000000002,8.848333333333333,0
1,1,24.5,4.8149999999999995,25.258333333333333,0
1,1,3.5,0.41,2.556349206349206,0
1,1,6.5,0.8285714285714285,8.323809523809524,1
1,1,8.0,0.8476923076923076,7.06923076923077,0
1,3,25.0,3.3975,22.395833333333332,1
1,1,11.0,2.0166666666666666,15.507407407407406,0
2,2,12.5,1.6496969696969697,17.614141414141415,0
2,1,24.0,7.31,22.43333333333333,0
1,1,8.5,1.7533333333333332,12.944444444444443,1
2,1,5.0,0.8354838709677419,8.484946236559141,0
1,1,7.5,0.8278260869565217,9.104347826086956,0
2,1,52.0,20.8375,43.775,0
1,1,6.0,0.72975,8.2675,1
2,1,21.5,7.21,14.4,1
2,5,4.0,0.791578947368421,5.8807017543859645,1
1,1,12.0,2.481666666666667,20.224999999999998,0
2,2,11.5,3.546666666666667,14.377777777777778,0
2,2,2.5,2.2558620689655173,3.0218390804597703,0
2,1,15.5,2.7183333333333337,15.394444444444446,0
1,1,14.0,2.388,14.768333333333334,1
2,1,40.5,10.757200000000001,34.97266666666666,0
1,1,4.0,0.6018918918918919,5.559459459459459,0
1,1,17.0,5.0,16.616666666666667,0
1,1,9.5,1.5231578947368423,11.078070175438596,1
1,1,7.5,1.1533333333333333,6.9944444444444445,1
2,2,10.5,1.7408333333333335,12.051388888888889,1
1,1,7.5,0.8256521739130436,9.440579710144927,0
2,1,4.5,0.8211764705882354,4.561274509803922,0
2,1,9.0,1.3116216216216217,6.985135135135135,1
2,6,9.0,1.4830769230769232,10.334615384615384,0
2,1,12.5,2.423636363636364,12.63030303030303,0
1,1,13.5,2.223333333333333,17.41111111111111,1
1,1,10.5,1.927741935483871,12.154301075268817,0
1,1,6.5,1.3011764705882354,9.299999999999999,1
2,6,10.5,1.9633333333333334,17.365555555555556,0
2,1,14.5,2.327142857142857,16.24404761904762,0
2,1,5.0,0.8657692307692308,5.100641025641026,0
1,1,26.0,3.7733333333333334,23.758333333333336,1
2,1,31.0,8.29,39.31666666666667,0
1,1,3.5,0.5758333333333333,2.9499999999999997,0
1,2,4.0,0.9285106382978724,7.659929078014184,1
1,1,5.0,0.86,4.283333333333333,0
1,1,52.0,17.419999999999998,48.6,0
2,1,7.0,1.0374193548387096,6.557258064516129,1
2,1,11.5,1.0333333333333334,12.026388888888889,1
2,3,32.0,10.69,32.333333333333336,0
2,1,11.5,2.8857142857142857,12.10952380952381,0
1,1,20.0,3.19,23.023809523809522,0
2,5,7.5,0.9939024390243902,8.804878048780488,0
2,1,8.0,1.2285365853658536,9.378861788617886,0
2,1,5.0,1.0377777777777777,10.751851851851852,0
2,5,5.0,0.5986363636363636,4.582575757575757,0
1,1,62.5,17.773333333333333,35.88888888888889,0
2,5,9.5,0.9588888888888889,6.6345679012345675,0
2,1,8.5,0.9226666666666666,7.253333333333333,0
2,1,5.5,1.042258064516129,6.738709677419355,1
2,1,14.5,3.91,12.241666666666667,1
2,2,21.0,6.62,19.633333333333333,0
2,1,6.0,0.895,6.461111111111111,0
2,1,10.0,1.7133333333333332,11.4375,1
1,2,18.0,4.456,27.3,0
1,1,5.5,1.01,7.005555555555556,1
1,1,12.5,1.82875,14.339583333333334,1
2,1,3.5,0.7273076923076923,5.239743589743591,1
2,1,7.5,1.1034210526315789,8.050438596491228,0
1,1,6.5,1.2595238095238095,10.079365079365079,1
1,2,10.5,1.5743749999999999,13.878124999999999,0
2,6,12.0,1.9933333333333334,11.463888888888889,0
1,2,13.0,3.2785714285714285,17.39047619047619,1
1,1,44.0,6.0,41.15833333333333,1
2,2,6.0,1.4534482758620688,10.461494252873562,1
1,1,6.5,1.7955555555555556,10.344444444444443,1
2,1,8.5,1.1652380952380952,8.884920634920636,0
1,1,8.5,1.9959090909090909,12.984848484848486,1
2,2,7.5,1.348,14.5,0
1,2,5.0,0.5816363636363636,4.19469696969697,0
2,3,9.5,1.982222222222222,16.33148148148148,0
2,2,7.5,1.7122222222222223,11.998148148148148,0
2,1,15.0,3.7325,17.766666666666666,0
1,0,9.0,1.416153846153846,11.475641025641027,1
2,1,12.0,2.4753846153846153,14.11025641025641,0
2,2,6.0,1.1042857142857143,6.061904761904762,0
2,1,52.0,19.229,52.94166666666666,1
1,1,11.0,1.9537931034482758,11.602873563218392,0
2,1,6.5,0.9588888888888889,6.6345679012345675,0
1,1,9.0,2.406842105263158,13.948245614035088,0
2,2,10.0,1.7872222222222223,14.379629629629628,0
2,3,8.5,1.1192592592592592,8.328395061728395,1
2,2,9.5,0.7441666666666666,8.701388888888888,1
2,1,13.0,3.4066666666666667,17.188888888888886,0
2,1,3.5,0.5183333333333333,4.899074074074075,0
2,2,10.0,2.71,17.608333333333334,1
2,1,11.0,2.3714285714285714,10.726190476190476,0
1,2,7.0,3.1915162454873647,15.618772563176893,1
1,2,25.5,3.1915162454873647,15.618772563176893,0
2,2,7.0,1.6966666666666665,9.793055555555556,0
1,1,52.0,17.994285714285716,46.34047619047619,0
1,1,8.5,2.15,13.945833333333333,0
2,1,24.5,4.7700000000000005,29.641666666666666,1
1,1,4.0,0.5866666666666666,2.733333333333333,0
2,1,7.5,0.965,7.997619047619048,1
1,2,10.0,0.89,5.856349206349207,1
1,1,5.5,0.8322857142857143,8.524761904761904,0
2,2,5.5,0.9543902439024391,7.601626016260163,1
2,1,2.5,0.5238235294117647,4.8313725490196076,1
2,1,6.0,0.8504166666666667,6.919444444444444,0
1,1,8.5,1.9100000000000001,7.832407407407408,0
2,1,11.0,4.28,20.58888888888889,0
2,6,15.0,3.9924999999999997,23.270833333333336,0
1,1,13.0,1.8477777777777777,17.405555555555555,0
1,1,4.5,0.5779310344827585,4.507471264367816,1
1,1,36.5,3.1915162454873647,15.618772563176893,1
1,1,52.0,19.43166666666667,47.275,0
2,1,25.0,2.001,17.29,0
2,2,8.0,0.6836363636363636,5.736363636363636,0
2,5,36.0,10.66,42.46666666666667,1
2,1,7.5,1.1892307692307693,10.902564102564101,0
1,1,5.5,1.1664999999999999,8.756666666666666,1
2,3,8.0,1.2205714285714286,10.278571428571428,1
1,0,18.0,3.4066666666666667,17.188888888888886,0
1,1,14.0,3.7,13.716666666666667,0
1,1,4.5,0.9359090909090909,7.11060606060606,1
1,1,11.5,3.005,17.2375,0
1,1,9.5,1.348,14.5,0
1,1,9.5,2.981666666666667,25.53888888888889,0
1,3,11.5,2.384,18.608888888888888,0
2,1,9.5,1.3075,5.504166666666666,0
2,6,4.0,0.659375,5.492708333333333,1
2,1,6.5,0.7273076923076923,5.239743589743591,0
2,1,8.5,1.2595238095238095,10.079365079365079,0
2,1,17.0,1.9558823529411764,13.411764705882353,0
2,1,7.0,0.71,7.323015873015873,0
2,4,5.5,0.9453333333333334,5.2122222222222225,0
1,1,8.5,2.052258064516129,11.855376344086022,1
1,2,2.5,2.2558620689655173,3.0218390804597703,1
2,5,9.5,2.7445454545454546,17.16212121212121,0
1,1,13.5,3.4125,13.814583333333333,0
1,1,7.5,0.9241176470588236,14.51813725490196,0
1,2,25.0,4.82,26.759259259259256,0
2,5,17.0,3.6879999999999997,19.130000000000003,0
2,6,37.5,11.88,35.916666666666664,0
1,1,7.5,1.3766666666666667,12.685185185185185,0
1,1,14.5,2.7,16.125,1
1,1,13.5,2.12,14.096666666666668,1
1,1,17.5,4.92,20.589583333333334,0
2,6,7.0,1.426875,12.5828125,0
1,1,39.5,0.0,0.0,0
2,3,6.0,1.231111111111111,8.887037037037038,1
2,6,27.0,8.065,26.05,1
2,1,14.0,3.065,10.858333333333334,0
2,1,8.5,1.00275,8.020416666666666,1
1,1,10.0,1.6871428571428573,15.620238095238095,1
2,1,6.0,0.66,6.05,1
1,2,10.5,0.9241176470588236,14.51813725490196,0
1,1,18.0,4.123333333333334,21.16111111111111,0
1,1,18.5,5.1,20.033333333333335,1
2,5,8.5,1.7233333333333334,10.478472222222223,0
1,1,6.0,1.4788571428571429,11.307619047619047,1
2,1,10.5,1.99,17.729629629629628,0
1,1,11.0,1.4269565217391305,9.092753623188406,0
2,1,15.5,1.718181818181818,12.833333333333332,0
1,1,15.0,1.0472727272727271,8.666666666666666,1
1,1,11.5,1.9537931034482758,11.602873563218392,0
1,1,14.5,3.1915162454873647,15.618772563176893,1
1,2,8.0,1.6966666666666665,9.793055555555556,0
2,1,5.5,1.0374193548387096,6.557258064516129,0
2,1,5.5,1.411333333333333,9.81,0
2,1,6.5,0.8504166666666667,6.919444444444444,0
2,1,9.5,1.2285365853658536,9.378861788617886,0
1,1,31.5,11.2,18.666666666666668,0
2,1,6.0,1.1982926829268292,6.242682926829269,0
2,1,7.5,1.44875,7.65625,1
2,1,24.5,6.36,28.583333333333332,1
2,1,7.0,1.0082178217821782,8.363861386138614,0
2,1,8.0,1.207142857142857,8.170238095238094,0
2,1,5.0,1.0082178217821782,8.363861386138614,1
1,1,9.0,1.425,9.185714285714285,0
1,2,8.0,0.9643478260869565,7.887681159420289,0
2,1,24.5,6.3725,25.491666666666667,1
2,1,16.0,3.483333333333333,14.844444444444443,1
2,1,5.5,0.7273076923076923,5.239743589743591,0
1,1,10.0,1.897391304347826,13.296376811594202,1
2,5,14.0,1.6419047619047618,11.007142857142858,0
2,1,5.0,0.5758333333333333,2.9499999999999997,0
1,0,8.0,0.87,5.793589743589743,1
2,1,5.5,0.9643478260869565,7.887681159420289,1
1,1,4.0,0.8766666666666666,4.777777777777778,1
1,1,5.0,0.7723076923076924,6.456410256410257,1
1,1,31.0,9.6,27.233333333333334,0
2,1,6.0,0.8240909090909091,4.753409090909091,1
1,1,10.5,2.4753846153846153,14.11025641025641,0
2,1,18.0,1.2316176470588236,13.530147058823529,0
1,1,14.0,2.9414285714285713,18.216666666666665,1
1,1,4.0,0.6018918918918919,5.559459459459459,1
1,1,2.5,0.8047916666666667,5.777430555555555,0
2,1,8.5,1.4675510204081632,9.273469387755101,1
2,1,10.0,1.862222222222222,15.955555555555556,1
2,1,5.0,1.0047368421052632,9.11140350877193,1
1,2,13.0,3.025714285714286,21.814285714285713,0
2,1,6.5,1.3445,14.0375,0
2,1,6.0,1.3418181818181818,9.103030303030303,0
2,2,17.0,3.8725,19.90416666666667,0
1,1,13.5,2.75,20.958333333333332,0
2,1,6.0,0.981923076923077,8.055128205128206,0
2,1,6.0,1.0263333333333333,6.273333333333334,0
2,1,26.0,10.1175,33.15,0
2,1,4.0,0.9,6.554166666666667,1
2,1,8.5,1.3457142857142856,9.87142857142857,0
1,2,18.0,3.58,20.1875,1
1,1,39.0,11.6,51.416666666666664,0
2,1,5.0,0.9285106382978724,7.659929078014184,0
2,1,6.5,1.44875,7.65625,1
2,1,43.0,9.65157894736842,38.29736842105263,0
1,1,4.5,0.8465217391304347,6.71231884057971,0
2,5,7.5,1.8992857142857142,15.248809523809525,1
1,1,7.5,0.9513513513513514,5.146396396396396,0
1,1,9.5,2.266666666666667,17.63888888888889,0
1,1,7.0,1.0983333333333334,6.009444444444444,0
1,1,6.0,0.9044444444444445,5.253703703703703,1
1,1,6.5,0.5180851063829788,6.704609929078014,1
2,1,4.0,0.6521428571428572,6.185714285714286,0
1,1,25.5,8.88125,23.997916666666665,0
2,3,33.5,10.601590909090909,42.07992424242424,0
1,1,9.5,1.3766666666666667,12.685185185185185,0
1,1,3.5,0.5238235294117647,4.8313725490196076,1
1,2,6.0,1.0983333333333334,6.009444444444444,1
1,1,19.0,4.665,19.3,0
1,1,3.0,0.6866666666666668,7.2733333333333325,0
1,1,11.0,2.3,13.133333333333333,1
1,1,4.0,0.5816363636363636,4.19469696969697,0
1,1,7.0,0.7033333333333334,4.7555555555555555,1
1,2,7.0,3.1915162454873647,15.618772563176893,0
1,1,23.5,5.6925,19.85,1
2,6,9.5,1.29,8.21923076923077,1
2,1,52.0,18.5712,59.598,0
1,1,10.0,2.95625,13.604166666666666,0
1,1,8.0,2.0,7.416666666666667,0
1,1,8.5,2.0955555555555554,13.261111111111111,1
2,1,0.0,0.0,0.03888888888888889,0
1,2,4.5,1.1355555555555557,6.517901234567902,1
1,2,7.5,1.4788571428571429,11.307619047619047,1
2,2,7.5,0.8630434782608696,9.353623188405797,0
2,2,12.0,0.8354838709677419,8.484946236559141,0
2,1,11.5,2.623333333333333,15.15,1
1,1,10.0,1.7872222222222223,14.379629629629628,0
2,3,15.5,3.5050000000000003,24.03611111111111,1
2,2,9.0,1.38,10.455555555555556,0
1,1,16.0,1.6286363636363637,15.67121212121212,0
2,1,8.0,0.8533333333333334,7.854166666666667,0
1,1,10.5,2.05875,11.25625,1
2,1,13.0,2.481666666666667,20.224999999999998,0
2,1,6.0,1.0982142857142858,8.594642857142857,0
2,3,11.5,2.623333333333333,15.15,1
1,2,5.5,1.3761538461538463,11.526923076923076,1
1,1,6.5,1.3011764705882354,9.299999999999999,1
2,1,7.0,1.7356,11.968,1
1,1,11.5,2.21,13.564285714285715,0
2,1,6.0,1.0377777777777777,10.083333333333334,0
2,2,6.5,1.375,6.969444444444445,0
1,2,7.5,1.0229090909090908,8.365454545454545,1
2,5,5.0,1.0057575757575756,6.108080808080808,0
1,1,10.0,1.7777777777777777,13.716666666666667,0
2,5,6.0,1.3425,8.054166666666667,1
2,1,9.0,1.298,8.456666666666667,0
1,1,7.5,1.672,12.571666666666667,1
1,1,6.0,0.9903225806451613,8.735483870967743,0
1,1,6.0,1.1475,7.192361111111111,0
1,3,5.0,0.8256521739130436,9.440579710144927,0
2,2,5.5,0.8830769230769231,5.6038461538461535,0
1,2,14.0,3.278,15.063333333333333,0
1,1,7.0,0.6825,7.810416666666667,0
2,2,8.5,1.436,17.813333333333333,0
1,1,15.0,3.7399999999999998,19.08125,0
2,3,7.0,0.9700000000000001,5.272222222222222,1
0,0,0.0,0.0,0.0,0
2,1,9.0,1.3761538461538463,11.526923076923076,0
1,2,12.5,1.575,12.385833333333334,0
2,3,14.0,4.134,16.98,0
1,1,13.0,2.5399999999999996,13.941025641025643,0
2,1,3.5,0.5038095238095238,4.003174603174603,0
2,1,9.5,1.0878125,9.413541666666667,1
2,1,11.5,1.641,14.178333333333333,0
2,2,5.5,1.0571428571428572,7.707936507936508,0
1,0,34.0,10.4,38.56666666666667,0
2,1,10.0,1.8616,13.604666666666667,1
2,1,7.0,1.1402083333333333,7.668055555555555,0
2,1,5.5,1.3384615384615384,6.333974358974359,1
2,5,6.0,1.5394117647058825,7.579411764705882,0
1,1,13.5,3.6159999999999997,14.503333333333334,0
1,1,52.0,12.049999999999999,45.516666666666666,1
1,1,10.5,1.0834782608695652,8.333333333333332,0
2,1,8.0,1.119,9.809999999999999,0
2,1,9.0,1.6821052631578948,15.101754385964913,1
1,1,16.0,3.295,23.554166666666667,0
1,1,9.0,1.3445,14.0375,0
2,5,4.5,1.4311764705882353,7.469607843137255,0
2,5,4.0,0.5758333333333333,2.9499999999999997,0
2,1,3.5,0.6018918918918919,5.559459459459459,1
2,4,15.0,2.3214285714285716,16.755952380952383,0
1,1,9.5,1.7463636363636363,13.156060606060606,1
1,1,4.5,0.48814814814814816,4.387037037037037,0
1,1,6.5,1.1294444444444443,9.981481481481481,0
2,2,19.0,5.15,19.733333333333334,0
2,5,5.5,0.7076923076923076,5.083333333333333,1
1,1,5.5,1.0263461538461538,9.357051282051282,1
2,1,4.5,0.9513513513513514,5.146396396396396,1
2,6,9.5,0.9268421052631579,6.362280701754386,1
1,1,36.5,9.673,33.53666666666667,1
2,1,52.0,22.7,49.7375,0
2,1,6.0,1.0983333333333334,6.009444444444444,1
2,2,5.5,0.93,4.927777777777778,0
1,1,16.5,4.372,25.223333333333336,1
2,1,9.5,2.38,10.566666666666666,0
2,1,8.5,2.346111111111111,14.750925925925925,1
2,1,2.5,0.799375,5.778125,0
1,1,9.5,1.9245,11.473333333333333,0
1,1,15.5,3.8666666666666667,19.333333333333332,0
2,6,12.0,1.683478260869565,12.531159420289857,0
2,3,23.0,8.75,18.255555555555556,1
1,1,16.0,2.716666666666667,19.633333333333333,1
1,1,14.5,2.8666666666666667,14.044444444444444,1
1,1,9.5,1.887142857142857,11.469047619047618,0
2,1,10.5,1.8616,13.604666666666667,0
1,1,9.5,1.72,13.173611111111112,1
1,1,5.5,1.307037037037037,9.525925925925925,0
1,1,7.0,0.8171428571428571,5.023809523809524,1
2,1,6.5,0.9964999999999999,6.278333333333333,0
2,1,18.0,5.77,29.141666666666666,0
1,1,16.0,5.35,15.875,0
2,1,7.0,2.1580000000000004,7.409999999999999,0
2,5,11.0,1.897391304347826,13.296376811594202,0
2,1,8.5,0.6854838709677419,7.965591397849463,0
1,1,16.0,2.175,11.1625,0
2,2,5.0,1.01,7.005555555555556,0
2,1,14.0,2.868,13.316666666666666,0
1,1,7.0,0.9939024390243902,8.804878048780488,1
2,5,10.5,3.175,11.683333333333334,0
1,1,12.5,2.2920000000000003,13.926666666666668,0
1,1,7.0,0.95,10.166666666666668,1
1,1,4.5,0.8,4.716666666666667,1
1,1,25.5,8.75,18.255555555555556,0
1,1,17.0,4.975,19.049999999999997,1
2,2,9.0,0.9371428571428572,4.854761904761905,1
2,1,11.0,1.8606666666666667,14.74,1
2,2,4.0,1.1475,7.192361111111111,0
1,1,8.0,0.9643478260869565,7.887681159420289,0
2,1,10.0,1.348,14.5,0
1,1,13.0,4.492,27.14666666666667,0
2,6,9.0,1.6442857142857144,12.235714285714286,0
2,1,8.0,1.8336363636363637,12.004545454545456,0
2,3,10.0,2.2423076923076923,14.467948717948719,0
2,5,16.0,1.4705882352941178,13.030392156862746,0
2,1,13.0,3.3049999999999997,14.338888888888889,1
2,1,6.0,0.7066666666666667,4.944444444444444,1
1,1,10.0,2.29,15.698148148148148,0
2,2,6.5,1.1507142857142856,8.308333333333334,0
2,1,14.0,1.78375,15.716666666666667,1
1,1,22.5,6.59,17.697222222222223,0
1,1,5.5,1.3688,6.6433333333333335,0
2,1,7.5,1.5985714285714285,7.123809523809524,0
1,1,10.0,2.312307692307692,13.626923076923077,1
1,1,10.5,1.7973076923076923,11.732692307692307,0
2,1,30.0,10.248181818181818,26.978787878787877,1
1,1,9.0,2.0282758620689654,12.433908045977011,0
1,1,29.0,7.246666666666666,30.072222222222223,0
1,1,3.5,0.7512000000000001,4.763333333333333,1
1,1,7.0,1.2205714285714286,10.278571428571428,0
2,1,4.5,0.7217073170731707,5.3288617886178855,1
1,1,36.5,13.229999999999999,31.583333333333332,1
2,1,5.0,0.7416666666666667,6.263888888888889,0
1,1,19.0,5.510000000000001,18.711111111111112,0
2,1,9.5,1.4809090909090907,13.362121212121213,1
2,1,8.0,1.207142857142857,8.170238095238094,0
2,1,15.5,1.1891666666666667,10.520833333333334,0
1,1,8.5,1.4,10.833333333333334,0
2,1,7.0,0.6692592592592592,6.098765432098765,0
2,5,8.5,1.0472727272727271,8.666666666666666,0
1,1,8.0,0.9500000000000001,6.777777777777778,1
2,1,52.0,1.2657894736842106,14.1359649122807,1
2,6,17.0,4.6575,22.3875,0
2,2,12.0,1.4091666666666667,11.329166666666667,1
2,1,5.0,0.9939024390243902,8.804878048780488,0
1,1,5.5,1.0825925925925926,8.131481481481481,1
2,2,11.0,1.9439999999999997,16.509999999999998,0
2,1,6.5,1.3316666666666668,8.53888888888889,1
1,1,19.5,2.9733333333333336,21.774074074074075,0
2,2,9.0,1.5358333333333334,11.77222222222222,1
1,1,5.5,0.6791304347826087,8.207246376811593,1
2,1,27.0,8.678571428571429,21.333333333333332,1
1,1,13.5,3.02,17.354166666666668,1
1,1,52.0,17.69,46.705555555555556,0
2,2,52.0,17.1625,56.55416666666667,0
2,1,9.5,2.118888888888889,14.316666666666666,0
2,2,8.0,1.0082178217821782,8.363861386138614,1
1,2,9.0,1.474705882352941,13.119607843137254,1
2,1,6.5,0.7953846153846154,5.716666666666667,0
2,1,6.5,0.9942857142857143,8.564285714285715,0
2,1,6.0,1.2205714285714286,10.278571428571428,1
2,2,34.0,9.065000000000001,32.255,1
2,1,43.5,14.82,30.0,0
2,1,7.5,1.0374193548387096,6.557258064516129,0
1,1,6.5,1.0,11.166666666666666,0
1,1,12.5,1.00275,8.020416666666666,0
2,3,6.0,1.1034210526315789,8.050438596491228,1
2,2,7.0,1.1982926829268292,6.242682926829269,0
1,1,15.0,3.4616666666666664,20.559722222222224,0
2,1,12.5,2.2449999999999997,17.819444444444443,0
1,1,6.0,0.8630434782608696,9.353623188405797,1
1,1,6.0,0.8484615384615384,8.562820512820512,0
1,2,8.5,1.5799999999999998,10.541111111111112,0
2,5,44.0,15.27,39.88333333333333,1
2,1,6.5,1.7850000000000001,10.558333333333334,1
2,1,16.5,1.285,9.110416666666667,0
1,1,6.0,0.9067741935483871,7.301075268817205,1
2,2,9.0,1.761764705882353,9.443137254901961,1
1,1,21.0,5.65,19.916666666666664,0
2,1,46.0,10.852307692307694,40.41923076923077,0
1,1,33.0,10.852307692307694,40.41923076923077,0
2,2,7.5,1.3033333333333335,6.997777777777778,1
1,1,11.5,4.0,18.51111111111111,1
1,1,6.0,0.8842857142857143,6.411904761904762,1
1,1,5.5,0.8346774193548387,4.848387096774194,0
2,1,17.0,5.245,22.016666666666666,0
2,1,24.5,1.3471428571428572,11.608333333333334,1
2,5,12.0,2.9166666666666665,16.569444444444443,0
2,6,6.0,1.1034210526315789,8.050438596491228,0
1,2,20.5,2.7445454545454546,17.16212121212121,1
2,1,10.5,1.86,13.433333333333334,0
1,1,9.0,1.7356,11.968,0
2,4,5.5,1.231111111111111,8.887037037037038,1
2,3,7.0,1.2458333333333333,10.115277777777777,0
2,3,6.5,1.19,6.161111111111111,0
2,2,11.0,2.02,14.468055555555557,1
1,1,4.5,1.09,9.330701754385965,0
2,1,4.5,0.6073684210526316,4.6957894736842105,0
1,1,62.5,17.035,33.05833333333334,0
2,1,10.0,1.598181818181818,10.553030303030303,0
1,1,16.5,1.3445,14.0375,1
1,3,9.5,2.9725,10.804166666666667,0
1,4,5.5,0.7674509803921569,5.383986928104575,0
2,1,14.0,3.5799999999999996,27.75,0
1,1,4.0,1.1664999999999999,8.756666666666666,1
2,1,6.0,1.7149999999999999,7.275,0
2,1,6.5,0.6377777777777778,5.6194444444444445,1
2,1,11.0,0.873,9.801666666666666,1
2,1,25.5,5.04,22.0,1
1,1,4.0,0.5,2.283333333333333,0
2,1,9.0,1.7133333333333332,11.4375,0
2,1,5.5,0.65,4.675520833333334,0
1,1,10.5,1.0878125,9.413541666666667,1
2,2,12.0,2.972727272727273,16.63030303030303,0
2,1,14.5,2.312307692307692,13.626923076923077,1
1,3,8.5,1.75,12.694444444444445,1
1,1,7.5,1.426875,12.5828125,1
1,1,25.5,6.15,36.45833333333333,0
1,3,10.5,3.216666666666667,21.305555555555554,0
2,1,23.0,3.642857142857143,21.157142857142855,0
2,1,7.5,1.042,7.676666666666667,0
1,1,7.5,1.09,9.330701754385965,0
2,1,4.0,0.7878947368421053,8.373684210526315,0
1,1,9.0,1.3573333333333333,10.107777777777779,1
1,1,10.0,1.9309999999999998,12.353333333333333,0
2,6,14.0,1.4125,12.547500000000001,1
2,1,9.0,1.4788571428571429,11.307619047619047,0
1,1,12.0,2.5294117647058822,13.58921568627451,1
2,4,10.5,2.982,15.143333333333334,1
1,2,6.0,0.5216666666666666,4.46875,0
1,1,9.0,2.24125,11.86875,1
1,1,20.0,5.058333333333334,24.061111111111114,1
1,1,12.0,2.0580000000000003,13.163333333333332,1
1,1,5.5,0.6073684210526316,4.6957894736842105,0
1,1,15.5,3.9475,15.354166666666666,0
2,3,19.0,5.28,19.05,0
2,1,6.5,0.7666666666666666,7.384722222222223,0
2,1,5.5,1.09,9.330701754385965,1
2,1,4.5,1.2258823529411764,6.353921568627451,0
2,1,4.5,0.5816363636363636,4.19469696969697,0
1,2,28.5,10.5275,43.02916666666667,0
1,1,5.0,1.2756521739130435,8.601449275362318,0
2,5,7.5,1.6119999999999999,9.234444444444446,0
1,1,10.0,1.395,10.807142857142857,1
2,1,8.5,1.1708333333333334,10.459722222222222,0
1,1,7.0,1.5571428571428572,6.785714285714286,1
2,5,4.5,0.5816363636363636,4.19469696969697,1
2,6,15.0,4.355,18.175,0
2,1,28.5,8.463333333333333,48.705555555555556,0
2,2,14.0,2.9766666666666666,18.055555555555554,0
2,1,9.5,2.265,16.02777777777778,0
2,1,8.5,1.0758333333333334,7.409722222222222,1
2,1,6.5,0.9583333333333334,6.284722222222222,1
1,1,6.0,0.9530769230769232,8.007692307692308,0
1,2,3.5,1.0374193548387096,6.557258064516129,0
2,1,9.0,0.9963636363636365,12.066666666666668,1
2,1,22.5,6.5600000000000005,23.041666666666664,0
2,5,6.0,0.9964999999999999,6.278333333333333,0
2,2,33.5,12.36,27.816666666666666,0
1,1,11.5,2.868,13.316666666666666,1
1,1,15.0,1.9633333333333334,17.365555555555556,1
